,GWP100,log(GWP100),log(LT),log(RE),log(lip),log(sol)
0,8065.383685530408,3.9066250324249268,2.873427152633667,-0.5939763188362122,-0.006684110499918461,-2.2755517959594727
1,3048.2310999393126,3.4840478897094727,1.2466498613357544,-0.632439374923706,0.020147696137428284,-1.6383112668991089
2,507.92638291661035,2.705800771713257,0.5930510759353638,-0.6543854475021362,0.022965028882026672,-1.4348652362823486
3,211.5470766333383,2.325407028198242,0.6291651725769043,-0.7001900672912598,0.01589931547641754,-1.6956989765167236
4,86.87975560115439,1.9389185905456543,0.0484735332429409,-0.6458656191825867,0.03255827724933624,-1.4067012071609497
5,43.29715402529753,1.6364593505859375,0.07021576166152954,-0.7373678684234619,0.019131258130073547,-1.6687533855438232
6,26.3164491008753,1.420227289199829,0.2905313968658447,-0.8507404923439026,0.026987627148628235,-1.911315679550171
7,1289.2369006495876,3.110332727432251,0.8731299638748169,-1.1341760158538818,0.10737861692905426,-1.2818447351455688
8,288.95769530057595,2.460834264755249,0.41536951065063477,-1.1592333316802979,0.17610575258731842,-1.3778139352798462
9,195.19382303570484,2.290466070175171,0.5377061367034912,-1.1229376792907715,0.13415642082691193,-1.4577863216400146
10,8256.173347488153,3.916778802871704,2.6281681060791016,-0.5484768152236938,-0.006953463889658451,-2.462981939315796
11,2008.7497009622068,3.3029258251190186,0.980798065662384,-0.6564693450927734,0.006531967781484127,-1.9280600547790527
12,358.03993918217895,2.553931474685669,0.4527739882469177,-0.7008178234100342,-0.0685494989156723,-1.9721035957336426
13,170.22825853689454,2.231031656265259,0.385542094707489,-0.7504625916481018,-0.05233632028102875,-2.1734142303466797
14,60.145488600557684,1.7792030572891235,-0.06064582243561745,-0.6763293147087097,-0.03362862765789032,-1.8879404067993164
15,31.51608733021693,1.4985322952270508,-0.031266871839761734,-0.761316180229187,-0.11248944699764252,-2.084261178970337
16,32.35559910336436,1.5099494457244873,0.06645393371582031,-0.9515805840492249,-0.0941571444272995,-2.268190860748291
17,547.4178065333666,2.738318920135498,0.6111019849777222,-0.9770487546920776,-0.02423463761806488,-1.3924241065979004
18,143.41175142484352,2.1565847396850586,0.0558241568505764,-1.0119115114212036,-0.02567438781261444,-1.5860345363616943
19,115.36667695398639,2.0620803833007812,0.30563509464263916,-1.0753307342529297,-0.042805299162864685,-1.62599778175354
20,2870.1624915516204,3.457906484603882,2.070720672607422,-0.5931742191314697,-0.007311747409403324,-2.363863945007324
21,1479.817693627048,3.170208215713501,0.7877675890922546,-0.6772023439407349,0.033350422978401184,-1.8595670461654663
22,299.6259525475054,2.476579427719116,0.3199806213378906,-0.7059991955757141,0.011605395935475826,-1.7718982696533203
23,149.33723632414237,2.174168109893799,0.26381248235702515,-0.7346365451812744,0.01718224585056305,-1.8852845430374146
24,79.21280024838254,1.8987953662872314,-0.13187259435653687,-0.6613823175430298,0.01972849667072296,-1.7417430877685547
25,37.58198050187418,1.5749796628952026,-0.07243555784225464,-0.7160385847091675,0.0016458770260214806,-1.8518762588500977
26,24.25856157433571,1.3848650455474854,0.0699874758720398,-0.8166407346725464,0.020228400826454163,-2.0670547485351562
27,806.2842570736526,2.9064881801605225,0.35009700059890747,-0.9931419491767883,-0.015740498900413513,-1.3581790924072266
28,111.24319916073848,2.0462734699249268,-0.20246803760528564,-0.9666587114334106,0.088078573346138,-1.390838861465454
29,123.60729857479618,2.0920441150665283,0.1310817003250122,-1.0141650438308716,-0.015500233508646488,-1.585037112236023
30,8414.648003030592,3.9250359535217285,2.0677525997161865,-0.6771888732910156,0.031413689255714417,-2.662841796875
